resource,bytes,organisations,endpoints,start-date,end-date
58d5ad603e37f139c0d24a49567acb8d6c2101616133624c90eeb5aa196f8659,338466492,government-organisation:PB202,ffced0fab18bf0d23cb58e47f85a1032f6cf8fa738b5d0d694e8f2c0bd77c87c,2021-05-27,2021-06-01
9ddd939f4664b3f20a346d88c986e412f60079a293a5b33cabae46007f9b182c,339023583,government-organisation:PB202,ffced0fab18bf0d23cb58e47f85a1032f6cf8fa738b5d0d694e8f2c0bd77c87c,2021-10-01,
ebe39bdb9a2cf3fb45d2905df97afe24c9a3ec84c47a8f6e29fb3d8ff133f457,338974472,government-organisation:PB202,ffced0fab18bf0d23cb58e47f85a1032f6cf8fa738b5d0d694e8f2c0bd77c87c,2021-06-30,2021-09-09
